id,position,cricsheet_name,unique_name,batting_style,bowling_style,matchpoints_avg,cost
db07c3e8,Unknown,Abdul Nabi,Abdul Nabi,,,,7
494a0503,Allrounder,Abdul Nasir,Abdul Nasir,Right-hand bat,Right-arm offbreak,9.333333333,7
05c3780a,Unknown,Abdul Nasir,Abdul Nasir (2),Right-hand bat,Right-arm medium,,6
0b1dadd2,Bowler,Abdul Qadir Khan,Abdul Qadir Khan,Right-hand bat,Legbreak googly,,8
390ff45b,Allrounder,Abdul Razzaq,Abdul Razzaq,Right-hand bat,Right-arm fast-medium,21.50641026,7
43b375d4,Bowler,Abdur Rauf,Abdur Rauf,Right-hand bat,Right-arm fast-medium,34.11764706,8
5d836a72,Opening batter,Abid Ali,Abid Ali,Right-hand bat,Legbreak,39.29545455,8
d094e7d1,Bowler,Abdur Rehman,Abdur Rehman,Left-hand bat,Slow left-arm orthodox,46.42926829,8
abb7c76c,Bowler,Abrar Ahmed,Abrar Ahmed,Right-hand bat,Legbreak googly,42.5,8
cdaf93fc,Unknown,Adeel Malik,Adeel Malik,Right-hand bat,Legbreak,16.53846154,7
05da443b,Wicketkeeper batter,Adnan Akmal,Adnan Akmal,Right-hand bat,,27.86,7
87addb93,Unknown,Adil Amin,Adil Amin,Right-hand bat,Right-arm offbreak,0,7
b8a75ca8,Unknown,Adnan Rasool,Adnan Rasool,Right-hand bat,Right-arm offbreak,-1.2,7
b54003c6,Unknown,A D'Souza,A D'Souza,,,,8
7fc47de1,Unknown,Afia Amin,Afia Amin,,,,6
1d67f8e5,Unknown,Afaq Hussain,Afaq Hussain,Right-hand bat,Right-arm offbreak,,7
76d536f4,Unknown,Aftab Gul,Aftab Gul,Right-hand bat,Legbreak,,8
41bc340b,Unknown,Aftab Baloch,Aftab Baloch,Right-hand bat,Right-arm offbreak,,6
8d42cee6,Unknown,Aftab Ibrahim,Aftab Ibrahim,Right-hand bat,Right-arm medium-fast,17.83333333,7
34f2b20f,Unknown,Afzaal Ahmed,Afzaal Ahmed,Right-hand bat,Right-arm medium-fast,,6
d2616ffe,Unknown,Agha Saadat Ali,Agha Saadat Ali,Right-hand bat,,,8
89c16049,Allrounder,Agha Salman,Agha Salman,Right-hand bat,Right-arm offbreak,23.97452229,7
9d1a92d4,Unknown,Agha Zahid,Agha Zahid,Right-hand bat,Right-arm medium,,7
b8201752,Unknown,AH Kardar,AH Kardar,Left-hand bat,Slow left-arm orthodox,,6
c2f82483,Unknown,Ahmad Shafiq,Ahmad Shafiq,,Slow left-arm orthodox,,6
9656afbf,Bowler,Ahmed Daniyal,Ahmed Daniyal,Right-hand bat,Right-arm medium-fast,11.57692308,7
e6c4b25e,Unknown,Ahmed Mustafa,Ahmed Mustafa,Right-hand bat,Right-arm medium,,7
fb23118c,Bowling allrounder,Ahmed Safi Abdullah,Ahmed Safi Abdullah,Left-hand bat,Slow left-arm orthodox,18,7
f8fd6e3f,Opening batter,Ahmed Shehzad,Ahmed Shehzad,Right-hand bat,Legbreak,18.85263158,7
86a1918c,Unknown,Ahmed Shahab,Ahmed Shahab,Right-hand bat,Right-arm offbreak,,7
dc2abe5e,Top-order batter,Ahsan Ali,Ahsan Ali,Right-hand bat,Legbreak,9.358974359,7
5bbb4ec5,Unknown,Ahsan Bhatti,Ahsan Bhatti,,,8,7
86229495,Allrounder,Ahsan Hafeez,Ahsan Hafeez,Left-hand bat,Slow left-arm orthodox,7.727272727,7
e0e5b209,Unknown,Ahsan Raza,Ahsan Raza,Right-hand bat,,,8
774e65b3,Unknown,Aimal Khan,Aimal Khan,Right-hand bat,Right-arm medium,10.2,7
c736a96b,Bowler,Aiman Anwer,Aiman Anwer,Right-hand bat,Right-arm medium-fast,10.23,7
5441db8c,Bowler,Aizaz Cheema,Aizaz Cheema,Right-hand bat,Right-arm medium-fast,32.76388889,8
ce352f02,Unknown,Akbar Khan,Akbar Khan,,,2,7
1a772306,Allrounder,Akbar-ur-Rehman,Akbar-ur-Rehman,Right-hand bat,Legbreak googly,3.076923077,7
99d7d5b7,Bowler,Akif Javed,Akif Javed,Right-hand bat,Left-arm medium-fast,16.8,7
ca63d208,Bowler,Akram Raza,Akram Raza,Right-hand bat,Right-arm offbreak,,8
f02778d1,Unknown,Aleem Dar,Aleem Dar,Right-hand bat,Legbreak,,7
84ebbb1a,Unknown,Ali Hussain Rizvi,Ali Hussain Rizvi,Right-hand bat,Legbreak,,7
692c7070,Unknown,Ali Khan,Ali Shamsher Khan,Right-hand bat,Right-arm medium-fast,,7
d29ea7d7,Unknown,Alimuddin,Alimuddin,Right-hand bat,Legbreak,,7
0e9b0f64,Unknown,Ali Majid,Ali Majid,Right-hand bat,Right-arm offbreak,0,7
3c89fc88,Unknown,Ali Naqvi,Ali Naqvi,Right-hand bat,Right-arm offbreak,,8
7873a628,Bowler,Ali Shafiq,Ali Shafiq,Right-hand bat,Right-arm medium,17.125,7
2904b4b6,Allrounder,Aliya Riaz,Aliya Riaz,Right-hand bat,Right-arm medium,11.8687664,7
4b55733f,Unknown,Ali Waqas,Ali Waqas,Left-hand bat,Right-arm offbreak,,7
c6a1b1bb,Bowling allrounder,Amad Butt,Amad Butt,Right-hand bat,Right-arm fast,13.58333333,7
9dc1f62b,Unknown,Almas Akram,Almas Akram,Left-hand bat,Left-arm medium-fast,,6
6b950e3a,Unknown,Ameer Hamza,Ameer Hamza,Right-hand bat,,,6
0ce33b71,Unknown,Amir Elahi,Amir Elahi,,,,7
06653fcc,Bowler,Anam Amin,Anam Amin,Left-hand bat,Slow left-arm orthodox,18.99401198,7
a172b05d,Unknown,Ammar Mahmood,Ammar Mahmood,Right-hand bat,Right-arm offbreak,,8
abbe1d1d,Unknown,Anil Dalpat,Anil Dalpat,Right-hand bat,,,8
4b2b7f2f,Unknown,Anis Siddiqi,Anis Siddiqi,Right-hand bat,Legbreak,,6
4a485b39,Unknown,Anwar Hussain,Anwar Hussain,Right-hand bat,Right-arm fast-medium,,6
eb2d5fe7,Bowler,Anwar Ali,Anwar Ali,Right-hand bat,Right-arm medium-fast,13.82014388,7
1030e0f7,Unknown,Anwar Khan,Anwar Khan,Right-hand bat,Right-arm fast-medium,,6
f2e8b37c,Bowler,Arafat Minhas,Arafat Minhas,Left-hand bat,Slow left-arm orthodox,15.57142857,7
e4d7579d,Unknown,Arfan Liaqat,Arfan Liaqat,Right-hand bat,Right-arm fast,,8
d5174583,Unknown,Arif Butt,Arif Butt,Right-hand bat,Right-arm fast-medium,,8
42d76b5b,Unknown,Armaan Khan,Armaan Khan,Right-hand bat,,,6
6bb9e53b,Bowler,Arif Yaqoob,Arif Yaqoob,Right-hand bat,Legbreak,21.6,7
f6bb45fc,Unknown,Arsal Sheikh,Arsal Sheikh,Right-hand bat,Right-arm offbreak,,6
1e9b3b23,Bowler,Arish Ali,Arish Ali,Right-hand bat,Slow left-arm orthodox,30,8
ed031922,Bowler,Arshad Iqbal,Arshad Iqbal,Right-hand bat,Right-arm medium-fast,16.59259259,7
0a4c6dfd,Bowler,Arshad Khan,Arshad Khan,Right-hand bat,Right-arm offbreak,12.39473684,7
f476d2a5,Bowler,Asad Ali,Asad Ali,Right-hand bat,Right-arm medium-fast,10.35714286,7
861606b7,Unknown,Asad Rauf,Asad Rauf,Right-hand bat,Right-arm offbreak,,8
50250426,Middle-order batter,Asad Shafiq,Asad Shafiq,Right-hand bat,Right-arm offbreak,24.48973607,7
9bab2b81,Allrounder,Ashar Zaidi,Ashar Zaidi,Left-hand bat,Slow left-arm orthodox,23.43065693,7
a987a178,Unknown,Ashfaq Ahmed,Ashfaq Ahmed (2),Right-hand bat,Right-arm fast-medium,,7
ed54033c,Bowler,Ashir Qureshi,Ashir Qureshi,Right-hand bat,Legbreak googly,3.833333333,7
7fd98cd5,Unknown,Ashraf Ali,Ashraf Ali,Right-hand bat,,,8
9489623e,Bowling allrounder,Asif Afridi,Asif Afridi,Left-hand bat,Slow left-arm orthodox,25.2,7
0a4736eb,Middle-order batter,Asif Ali,Asif Ali,Right-hand bat,Right-arm offbreak,9.226708075,7
79ef7d54,Allrounder,Asif Iqbal,Asif Iqbal,Right-hand bat,Right-arm medium,24,7
80fc614d,Unknown,Asif Masood,Asif Masood,Right-hand bat,Right-arm medium-fast,,8
280b8ce7,Unknown,Asif Raza,Asif Raza,Left-hand bat,Right-arm fast-medium,,6
b75f59f0,Allrounder,Asif Mujtaba,Asif Mujtaba,Left-hand bat,Slow left-arm orthodox,,8
6b35790c,Unknown,Asif Yaqoob,Asif Yaqoob,,,,8
769afb82,Unknown,Asim Kamal,Asim Kamal,Left-hand bat,Right-arm offbreak,40.85714286,8
a7defe00,Unknown,Aslam Bareach,Aslam Bareach,,,,7
98dfe425,Unknown,Asmavia Iqbal,Asmavia Iqbal,Right-hand bat,Right-arm medium-fast,16.33510638,7
f625371f,Bowler,Ata-ur-Rehman,Ata-ur-Rehman,Right-hand bat,Right-arm fast-medium,,6
55d3d4e8,Bowler,Athar Mahmood,Athar Mahmood,Right-hand bat,Right-arm fast-medium,1.666666667,7
ff793fae,Unknown,Atif Rauf,Atif Rauf,Right-hand bat,Right-arm offbreak,,6
85d6b3f8,Unknown,Atiq-uz-Zaman,Atiq-uz-Zaman,Right-hand bat,,,8
5c88fab9,Opening batter,Awais Zia,Awais Zia,Left-hand bat,Right-arm offbreak,6.666666667,7
8c2c0a03,Top-order batter,Ayesha Naseem,Ayesha Naseem,Right-hand bat,Right-arm medium-fast,8.03125,7
e15f4fa4,Opening batter,Ayesha Zafar,Ayesha Zafar,Right-hand bat,Legbreak,8.947368421,7
ee8f1a6d,Wicketkeeper batter,Azam Khan,Azam Khan,Right-hand bat,,5.81294964,7
f611d3c6,Bowler,Azeem Hafeez,Azeem Hafeez,Left-hand bat,Left-arm fast-medium,,7
dd8af149,Unknown,Azam Khan,Mohammad Azam Khan,Right-hand bat,,,6
c1c5fa9a,Unknown,Azhar Abbas,Azhar Abbas,Right-hand bat,Right-arm medium,,7
b9e8462e,Unknown,Azhar Khan,Azhar Khan,Right-hand bat,Right-arm offbreak,,7
211de69f,Top-order batter,Azhar Ali,Azhar Ali,Right-hand bat,Legbreak,31.04572565,8
9a158001,Bowling allrounder,Azhar Mahmood,Azhar Mahmood,Right-hand bat,Right-arm fast-medium,20.59322034,7
2a0d5d4a,Bowler,Azharullah,Azharullah,Right-hand bat,Right-arm fast-medium,36.26551724,8
2aece389,Unknown,Aziz-ur-Rehman,Aziz-ur-Rehman,Left-hand bat,Slow left-arm orthodox,,7
cd58d745,Unknown,Azmat Rana,Azmat Rana,Left-hand bat,Right-arm offbreak,,8
8a75e999,Batter,Babar Azam,Babar Azam,Right-hand bat,Right-arm offbreak,25.22812052,7
b1e5dade,Unknown,Batool Fatima,Batool Fatima,Right-hand bat,Right-arm medium-fast,13.87804878,7
dd6becb6,Middle-order batter,Basit Ali,Basit Ali,Right-hand bat,Right-arm offbreak,,8
98571ce8,Unknown,Bashir Ahmed,Bashir Ahmed,,,,8
a58af75f,Unknown,Bazid Khan,Bazid Khan,Right-hand bat,Right-arm offbreak,12.90909091,7
f3be8d36,Allrounder,Bilal Asif,Bilal Asif,Right-hand bat,Right-arm offbreak,51.2,8
7662cf7a,Bowler,Bilawal Bhatti,Bilawal Bhatti,Right-hand bat,Right-arm medium-fast,16.49367089,7
3b770527,Allrounder,Bismah Maroof,Bismah Maroof,Left-hand bat,Legbreak,15.05494505,7
d3cefce5,Wicketkeeper batter,Bismillah Khan,Bismillah Khan,Right-hand bat,,12.83333333,7
a51e6c6e,Bowler,Diana Baig,Diana Baig,Right-hand bat,Right-arm medium,13.29391892,7
0be1b885,Bowler,Danish Kaneria,Danish Kaneria,Right-hand bat,Legbreak,59.6,8
a4799701,Allrounder,Danish Aziz,Danish Aziz,Left-hand bat,Slow left-arm orthodox,4.5,7
17ac8660,Unknown,Ehteshamuddin,Ehteshamuddin,Right-hand bat,Right-arm fast-medium,,8
0a836352,Unknown,Fahad Usman,Fahad Usman,Left-hand bat,Legbreak,,6
57f3c27d,Unknown,DA Sharpe,DA Sharpe,Right-hand bat,Right-arm offbreak,,7
a968d8eb,Bowler,Dilbar Hussain,Dilbar Hussain,Right-hand bat,Right-arm fast-medium,19.61290323,7
bd4ea627,Bowling allrounder,Faheem Ashraf,Faheem Ashraf,Left-hand bat,Right-arm medium,19.39175258,7
ed0bc503,Unknown,Faisal Afridi,Faisal Afridi,Right-hand bat,Right-arm fast-medium,,6
14661bf3,Bowler,Faisal Akram,Faisal Akram,Left-hand bat,Left-arm wrist-spin,21.75,7
2.67E+06,Middle-order batter,Faisal Iqbal,Faisal Iqbal,Right-hand bat,Right-arm offbreak,22.67346939,7
03ce169b,Unknown,Faisal Athar,Faisal Athar,Right-hand bat,,2,7
bd735e3e,Unknown,Faisal Rasheed,Faisal Rasheed,Right-hand bat,,,7
9e44e6fd,Unknown,Faizan Khan,Faizan Khan,Right-hand bat,,0,7
1777c020,Opening batter,Fakhar Zaman,Fakhar Zaman,Left-hand bat,Slow left-arm orthodox,17.74434389,7
92d6dae7,Unknown,Fareeha Mehmood,Fareeha Mehmood,Left-hand bat,,2.25,7
7688c620,Unknown,Farhan Adil,Farhan Adil,Right-hand bat,Right-arm offbreak,17.5,7
bada879d,Unknown,Farooq Ali Khan,Farooq Ali Khan,,,,8
16c619e6,Unknown,Farooq Hameed,Farooq Hameed,Right-hand bat,Right-arm fast-medium,,7
e0d26803,Unknown,Farrukh Zaman,Farrukh Zaman,Right-hand bat,Slow left-arm orthodox,,8
61f05b05,Top-order batter,Fawad Alam,Fawad Alam,Left-hand bat,Slow left-arm orthodox,18.30857143,7
de654341,Bowler,Fazal Mahmood,Fazal Mahmood,Right-hand bat,Right-arm fast-medium,,8
ea9c54de,Bowling allrounder,Fatima Sana,Fatima Sana,Right-hand bat,Right-arm medium,19.52054795,7
905181c0,Unknown,Fazl-e-Akbar,Fazl-e-Akbar,Right-hand bat,Right-arm fast-medium,39.66666667,8
6a5339b6,Unknown,Fazal-ur-Rehman,Fazal-ur-Rehman,Right-hand bat,Legbreak,,8
86b6e495,Unknown,Gauhar Ali,Gauhar Ali,Right-hand bat,,7.666666667,7
288981a7,Unknown,Gauhar Hafeez,Gauhar Hafeez,Left-hand bat,,,7
850ca3b6,Unknown,Ghaffar Kazmi,Ghaffar Kazmi,Right-hand bat,Legbreak googly,,8
5ad5ca4a,Unknown,Ghiasuddin Balban,Ghiasuddin Balban,,,,8
fb3a94d6,Unknown,Ghulam Abbas,Ghulam Abbas,Left-hand bat,Slow left-arm orthodox,,8
667f678b,Bowler,Ghulam Mudassar,Ghulam Mudassar,Right-hand bat,Left-arm fast-medium,14.68,7
82ec1b9a,Unknown,Ghulam Shabbir,Ghulam Shabbir,,,,7
3d689960,Bowler,Ghulam Fatima,Ghulam Fatima,Right-hand bat,Legbreak,21.24074074,7
9ff1e91e,Wicketkeeper batter,Gull Feroza,Gull Feroza,Right-hand bat,,10.66666667,7
e9627821,Unknown,Gul Mohammad,Gul Mohammad,Left-hand bat,Left-arm medium,,7
ebd1ab1f,Middle-order batter,Gulraiz Sadaf,Gulraiz Sadaf,Right-hand bat,,14,7
c13e34f4,Middle-order batter,Haider Ali,Haider Ali,Right-hand bat,,9.545454545,7
dd572696,Unknown,Haider Ali,Haider Ali (3),Left-hand bat,Slow left-arm orthodox,,7
24bb1c2f,Bowler,Haris Rauf,Haris Rauf,Right-hand bat,Right-arm fast,23.02459016,7
97b89daa,Opening batter,Hanif Mohammad,Hanif Mohammad,Right-hand bat,Right-arm offbreak,,8
2911de16,Bowler,Hasan Ali,Hasan Ali,Right-hand bat,Right-arm medium-fast,30.68025078,8
7cd0a092,Middle-order batter,Haris Sohail,Haris Sohail,Left-hand bat,Slow left-arm orthodox,23.81909548,7
826ba486,Middle-order batter,Hasan Mohsin,Hasan Mohsin,Right-hand bat,Right-arm medium,,7
4eca0eb6,Top-order batter,Haroon Rasheed,Haroon Rasheed,Right-hand bat,Right-arm medium,,6
4cd735af,Unknown,Hasan Raza,Hasan Raza (2),Left-hand bat,Right-arm medium-fast,,6
37f3de18,Unknown,Hasan Raza,Hasan Raza,Right-hand bat,Right-arm offbreak,6.333333333,7
5691931a,Wicketkeeper batter,Haseebullah Khan,Haseebullah Khan,Left-hand bat,,7.157894737,7
d712ddec,Unknown,Hayatullah,Hayatullah,Right-hand bat,Right-arm offbreak,,8
de8f0b80,Unknown,Haseeb Ahsan,Haseeb Ahsan,Right-hand bat,Right-arm offbreak,,6
26a8b2fe,Unknown,Hassan Nawaz,Hassan Nawaz,Right-hand bat,Right-arm medium,2.8,7
3b8679bf,Bowler,Hunain Shah,Hunain Shah,Right-hand bat,Right-arm medium,14.47368421,7
6b6d6623,Unknown,Humaira Farah,Humaira Farah,,,,7
a6fc52a9,Bowler,Ibtisam Sheikh,Ibtisam Sheikh,Left-hand bat,Legbreak googly,17.41176471,7
bb4b445b,Allrounder,Hussain Talat,Hussain Talat,Left-hand bat,Right-arm medium-fast,11.14193548,7
b8049579,Unknown,Humayun Farhat,Humayun Farhat,Right-hand bat,,,7
29e253dd,Middle-order batter,Iftikhar Ahmed,Iftikhar Ahmed,Right-hand bat,Right-arm offbreak,10.29846154,7
973d561e,Unknown,Iftikhar Ahmed,Iftikhar Ahmed (2),Right-hand bat,,,6
bad374d3,Unknown,Iftikhar Ahmed,Iftikhar Ahmed (3),,,,6
6adf9347,Bowler,Iftikhar Anjum,Iftikhar Anjum,Right-hand bat,Right-arm medium,20.63265306,7
f6447140,Unknown,Iftikhar Malik,Iftikhar Malik,Left-hand bat,Slow left-arm orthodox,,6
c290033d,Bowler,Ihsanullah,Ihsanullah (2),Right-hand bat,Right-arm fast,,7
f52e5d79,Batter,Ijaz Ahmed,Ijaz Ahmed,Right-hand bat,Left-arm medium,,8
732810d6,Allrounder,Ijaz Ahmed,Ijaz Ahmed (2),Right-hand bat,Right-arm offbreak,,8
d5816b22,Unknown,Ijaz Butt,Ijaz Butt,Right-hand bat,,,8
9cb8d7a6,Allrounder,Imad Wasim,Imad Wasim,Left-hand bat,Slow left-arm orthodox,16.62365591,7
f68685c9,Allrounder,Ijaz Faqih,Ijaz Faqih,Right-hand bat,Right-arm offbreak,,6
40c041ea,Top-order batter,Imam-ul-Haq,Imam-ul-Haq,Left-hand bat,,27.49553571,7
f1ee7093,Unknown,Imran Arif,Imran Arif (2),Right-hand bat,Right-arm fast-medium,,6
72683b68,Top-order batter,Imran Butt,Imran Butt (2),Right-hand bat,,28.375,7
480ed517,Top-order batter,Imran Farhat,Imran Farhat,Left-hand bat,Legbreak,22.30232558,7
9a1405c8,Unknown,Imran Javed,Imran Javed,,,,8
b8eddbdb,Unknown,Imran Khalid,Imran Khalid,Left-hand bat,Slow left-arm orthodox,14.89285714,7
158066a2,Allrounder,Imran Khan,Imran Khan,Right-hand bat,Right-arm fast,18.44444444,7
195fb6db,Bowler,Imran Khan,Imran Khan (1),Right-hand bat,Left-arm medium-fast,13.53846154,7
2b0f2af3,Bowler,Imran Khan,Imran Khan (2),Right-hand bat,Right-arm medium-fast,49.6875,8
3eb7c45d,Opening batter,Imran Nazir,Imran Nazir,Right-hand bat,Legbreak,17.06122449,7
5a12c5fe,Wicketkeeper batter,Imtiaz Ahmed,Imtiaz Ahmed,Right-hand bat,Right-arm offbreak,,6
a247c3b6,Unknown,Imtiaz Iqbal,Imtiaz Iqbal,,,,8
0cb86ad7,Allrounder,Intikhab Alam,Intikhab Alam,Right-hand bat,Legbreak googly,,8
b9a3d8c6,Batter,Inzamam-ul-Haq,Inzamam-ul-Haq,Right-hand bat,Slow left-arm orthodox,22.80924855,7
bbcfb0c0,Unknown,Iqbal Awan,Iqbal Awan,Right-hand bat,Slow left-arm orthodox,,6
d70bbf14,Unknown,Iqbal Butt,Iqbal Butt,Left-hand bat,Slow left-arm orthodox,,7
f8019892,Bowler,Iqbal Qasim,Iqbal Qasim,Left-hand bat,Slow left-arm orthodox,,6
ee4e7305,Allrounder,Iqbal Sikander,Iqbal Sikander,Right-hand bat,Legbreak googly,,8
dc596fac,Middle-order batter,Iram Javed,Iram Javed,Right-hand bat,Right-arm medium-fast,5.64028777,7
b329023e,Unknown,Irfan Fazil,Irfan Fazil,Right-hand bat,Right-arm fast-medium,,6
ee95065d,Middle-order batter,Irfan Khan,Irfan Khan,Right-hand bat,Right-arm medium-fast,7.225806452,7
722f9da4,Unknown,Irfanullah Shah,Irfanullah Shah,Right-hand bat,Right-arm medium-fast,,6
4a810ed9,Unknown,Ishtiaq Ahmed,Ishtiaq Ahmed,Right-hand bat,Right-arm offbreak,,6
c5a420e3,Allrounder,Israr Ali,Israr Ali,Left-hand bat,Left-arm fast-medium,,7
22d73540,Allrounder,Jahandad Khan,Jahandad Khan,Left-hand bat,Left-arm medium-fast,8.8,7
f6aff671,Unknown,Jalaluddin,Jalaluddin,Right-hand bat,Right-arm fast-medium,,6
8c8b1373,Unknown,Javed Akhtar,Javed Akhtar,Right-hand bat,Right-arm offbreak,,8
e140f1ab,Unknown,Javed Burki,Javed Burki,Right-hand bat,Right-arm medium,,6
d921449d,Top-order batter,Javeria Khan,Javeria Khan,Right-hand bat,Right-arm offbreak,13.43554007,7
1edc1155,Batter,Javed Miandad,Javed Miandad,Right-hand bat,Legbreak googly,,8
bf8c8572,Unknown,Javeria Rauf,Javeria Rauf,Right-hand bat,Right-arm fast-medium,6.1875,7
086f5984,Bowler,Junaid Khan,Junaid Khan,Right-hand bat,Left-arm fast,27.61147903,7
c78f1ff5,Unknown,Junaid Zia,Junaid Zia,Right-hand bat,Right-arm medium-fast,1,7
37da0536,Unknown,Kabir Khan,Kabir Khan,Right-hand bat,Left-arm fast-medium,,8
9714e764,Bowler,Kainat Imtiaz,Kainat Imtiaz,Right-hand bat,Right-arm medium-fast,8.156626506,7
ff077124,Wicketkeeper batter,Kamran Akmal,Kamran Akmal,Right-hand bat,,22.17898194,7
78e46415,Unknown,Kamal Merchant,Kamal Merchant,Right-hand bat,Right-arm medium,,7
35f4cf7e,Allrounder,Kamran Ghulam,Kamran Ghulam,Right-hand bat,Slow left-arm orthodox,7.365853659,7
4e1b02fb,Allrounder,Kamran Hussain,Kamran Hussain,Right-hand bat,Left-arm fast-medium,33.6,8
d73287e4,Unknown,Karamat Ali,Karamat Ali,Right-hand bat,Legbreak,,7
e93f608d,Allrounder,Kashif Bhatti,Kashif Bhatti,Right-hand bat,Slow left-arm orthodox,0,7
c884ae44,Unknown,Kaukab Butt,Kaukab Butt,,,,8
80c1982e,Unknown,Kaynat Hafeez,Kaynat Hafeez,Right-hand bat,Right-arm offbreak,2.5,7
3e4e0b66,Unknown,Khalid Hasan,Khalid Hasan,Right-hand bat,Legbreak googly,,8
0efa0b86,Unknown,Khalid Ibadulla,Khalid Ibadulla,,,,6
0b06b921,Unknown,Khalid Mahmood,Khalid Mahmood,Left-hand bat,Right-arm offbreak,,8
e9ea5eb5,Bowling allrounder,Khalid Usman,Khalid Usman,Right-hand bat,Slow left-arm orthodox,10.30769231,7
af18f490,Unknown,Khan Mohammad,Khan Mohammad,Right-hand bat,Right-arm fast-medium,,7
27c5715d,Bowler,Khurram Shahzad,Khurram Shahzad (2),Right-hand bat,Right-arm medium-fast,,7
82c78845,Opening batter,Khurram Manzoor,Khurram Manzoor,Right-hand bat,Right-arm offbreak,22.55555556,7
b21bbc29,Unknown,Khurshid Ahmed,Khurshid Ahmed,,,,7
1daf3f74,Bowler,Khurram Shahzad,Khurram Shahzad (3),Right-hand bat,Right-arm medium-fast,,6
fce581b5,Middle-order batter,Khushdil Shah,Khushdil Shah,Left-hand bat,Slow left-arm orthodox,10.54545455,7
e10b10cf,Unknown,Liaqat Ali,Liaqat Ali,Right-hand bat,Left-arm medium-fast,,8
9fadc326,Unknown,Khurram Shehzad,Khurram Shehzad,Right-hand bat,,,8
78797067,Bowler,Mahmood Hussain,Mahmood Hussain,Right-hand bat,Right-arm fast-medium,,8
73a0e5d8,Bowler,Maaz Khan,Maaz Khan,Right-hand bat,Legbreak googly,3.6,7
3021a755,Unknown,Maham Tariq,Maham Tariq,Right-hand bat,Right-arm fast-medium,11.27272727,7
6f4bcdb4,Unknown,Majid Hussain,Majid Hussain,,,,8
2.36E+10,Top-order batter,Mansoor Akhtar,Mansoor Akhtar,Right-hand bat,Right-arm medium,,6
7e8b515f,Allrounder,Majid Khan,Majid Khan,,,,6
384b9aa8,Unknown,Maqsood Ahmed,Maqsood Ahmed,Right-hand bat,Right-arm medium,,8
9018bf65,Allrounder,Mansoor Amjad,Mansoor Amjad,Right-hand bat,Legbreak googly,18.66666667,7
70a9f746,Unknown,Mariam Hasan,Mariam Hasan,Right-hand bat,Right-arm medium-fast,20.71428571,7
db40b846,Allrounder,Manzoor Elahi,Manzoor Elahi,Right-hand bat,Right-arm fast-medium,,7
e429f443,Unknown,Marina Iqbal,Marina Iqbal,Right-hand bat,Right-arm medium-fast,8.863636364,7
d06f0f48,Unknown,Masood Anwar,Masood Anwar,Left-hand bat,Slow left-arm orthodox,,8
373838de,Bowler,Mehran Mumtaz,Mehran Mumtaz,Left-hand bat,Slow left-arm orthodox,14.7,7
7ff5fb80,Unknown,MEZ Ghazali,MEZ Ghazali,Right-hand bat,Right-arm offbreak,,6
63cea126,Unknown,Miran Bakhsh,Miran Bakhsh,Right-hand bat,Right-arm offbreak,,6
c429c5fa,Unknown,Mian Mohammad Aslam,Mian Mohammad Aslam,Right-hand bat,Right-arm medium,,8
cb1a782a,Bowler,Mir Hamza,Mir Hamza,Left-hand bat,Left-arm medium,38.65789474,8
96ce6752,Top-order batter,Mirza Baig,Mirza Tahir Baig,Right-hand bat,,,7
7eae4418,Middle-order batter,Misbah-ul-Haq,Misbah-ul-Haq,Right-hand bat,Legbreak,24.63149079,7
a089f93f,Bowler,Mohammad Abbas,Mohammad Abbas,Right-hand bat,Right-arm medium-fast,69.77,9
13590eae,Unknown,Mohammad Abid,Mohammad Abid,Right-hand bat,Legbreak googly,,7
9c7da91f,Unknown,Mohammad Aftab,Mohammad Aftab,Left-hand bat,Left-arm medium-fast,,7
c278894c,Unknown,Mohammad Afzal,Mohammad Afzal (2),,,,8
559be886,Bowler,Mohammad Akram,Mohammad Akram,Right-hand bat,Right-arm fast-medium,,8
a86a37ab,Bowler,Mohammad Ali,Mohammad Ali (2),Right-hand bat,Right-arm medium-fast,,8
e174dadd,Bowler,Mohammad Amir,Mohammad Amir,Left-hand bat,Left-arm fast-medium,27.63495838,7
72f03be4,Bowler,Mohammad Amir Khan,Mohammad Amir Khan,Right-hand bat,Right-arm medium,6.583333333,7
dd853938,Unknown,Mohammad Anees,Mohammad Anees (2),,,,6
5.75E+07,Bowler,Mohammad Asghar,Mohammad Asghar,Right-hand bat,Slow left-arm orthodox,14.3,7
e03b66ec,Bowler,Mohammad Asif,Mohammad Asif,Left-hand bat,Right-arm fast-medium,41.29050279,8
b7b6790a,Unknown,Mohammad Asif,Mohammad Asif (2),,,,7
85902ca9,Middle-order batter,Mohammad Ayub,Mohammad Ayub,Right-hand bat,Right-arm offbreak,28.5,8
9e82092f,Unknown,Mohammad Aslam,Mohammad Aslam,Right-hand bat,Legbreak,,8
0930c4ce,Unknown,Mohammad Farooq,Mohammad Farooq,Right-hand bat,Right-arm fast-medium,,6
ff3f6fc1,Wicketkeeper batter,Mohammad Haris,Mohammad Haris,Right-hand bat,Right-arm offbreak,6.787878788,7
9ab63e7b,Allrounder,Mohammad Hafeez,Mohammad Hafeez,Right-hand bat,Right-arm offbreak,22.1805136,7
8596fe80,Bowler,Mohammad Hasnain,Mohammad Hasnain,Right-hand bat,Right-arm fast,18.75925926,7
9d2d03ef,Batter,Mohammad Huraira,Mohammad Huraira,Right-hand bat,,4,7
