id,position,cricsheet_name,unique_name,batting_style,bowling_style,matchpoints_avg,cost
fb73b0ee,Unknown,BJ Muir,BJ Muir,Right-hand bat,,,8
a7060c81,Wicketkeeper batter,BJ Stepien,BJ Stepien,Left-hand bat,Right-arm medium,0,7
f05d1564,Wicketkeeper,BJ Holt,BJ Holt,Right-hand bat,,26.05714286,7
56b93d46,Allrounder,BJ Webster,BJ Webster,,,38.63855422,8
73bf7709,Unknown,BK Shepherd,BK Shepherd,Left-hand bat,Right-arm offbreak,,8
b2a79f17,Bowler,B Laughlin,B Laughlin,Right-hand bat,Right-arm fast-medium,17.1443662,7
5c5050f3,Unknown,BL Edwards,BL Edwards,Right-hand bat,Right-arm medium,33.45454545,8
dd09ff8e,Bowler,B Lee,B Lee,Right-hand bat,Right-arm fast,32.56258597,8
6c76e493,Unknown,BM Ashkenazi,BM Ashkenazi,Left-hand bat,Right-arm medium,,6
2344de9c,Allrounder,BM Devchand,BM Devchand,Right-hand bat,Right-arm medium,4.545454545,7
b0b320a0,Bowler,BM Edmondson,BM Edmondson,Left-hand bat,Right-arm fast-medium,16.37777778,7
526a3073,Unknown,BM Hope,BM Hope,Right-hand bat,Right-arm medium,38.28571429,8
3b5f511b,Opening batter,BM Laird,BM Laird,Right-hand bat,,,8
d4e39566,Unknown,B Nikitaras,B Nikitaras,Left-hand bat,,22.4,7
52d1dbc8,Wicketkeeper batter,BL Mooney,BL Mooney,Left-hand bat,,23.86081694,7
be69e09d,Bowler,BL Couch,BL Couch,Left-hand bat,Right-arm medium,29.41509434,8
04119c26,Unknown,BN Jarman,BN Jarman,Right-hand bat,,,6
c1add349,Unknown,BNJ Oxenford,BNJ Oxenford,Right-hand bat,Legbreak googly,,7
3ec14426,Unknown,BR Davis,BR Davis,Right-hand bat,Right-arm medium,25.25,7
8d6a0fbc,Bowler,BR Dorey,BR Dorey,Right-hand bat,Right-arm fast-medium,11.33333333,7
3ebdabcf,Allrounder,BP Julian,BP Julian,Right-hand bat,Left-arm fast-medium,,8
272d796e,Wicketkeeper batter,BR Dunk,BR Dunk,Left-hand bat,Right-arm offbreak,14.66666667,7
751a026b,Unknown,BR Farrell,BR Farrell,,,,8
c41043e6,Wicketkeeper batter,BR McDermott,BR McDermott,Right-hand bat,Right-arm medium,17.51851852,7
1137b65a,Unknown,BS Dean,BS Dean,Right-hand bat,Legbreak,9.333333333,7
0771bb8c,Unknown,BS Oakley,BS Oakley,Left-hand bat,Left-arm fast-medium,0,7
6834d1f2,Bowler,B Stanlake,B Stanlake,Left-hand bat,Right-arm fast,17.77227723,7
da63ea2c,Unknown,BT Capel,BT Capel,Left-hand bat,,6.5,7
06f988b8,Bowler,B Vakarewa,B Vakarewa,Right-hand bat,Right-arm fast-medium,11.26708075,7
f3171936,Bowler,BW Hilfenhaus,BW Hilfenhaus,Right-hand bat,Right-arm fast-medium,36.47333333,8
dffe8c8d,Bowler,CA Anneveld,CA Anneveld,Right-hand bat,Right-arm medium,,7
74397900,Bowler,B Yardley,B Yardley,Right-hand bat,Right-arm offbreak,,8
45eda7c8,Batter,CA Lynn,CA Lynn,Right-hand bat,Slow left-arm orthodox,15.3557047,7
32866fe7,Unknown,CA Philipson,CA Philipson,Right-hand bat,Right-arm medium,1,7
26a360d2,Unknown,CA Polosak,CA Polosak,,,,6
4484b7eb,Unknown,CA Hoffmann,CA Hoffmann,Right-hand bat,Right-arm medium-fast,,6
7517d134,Bowler,CA Rose,CA Rose,Right-hand bat,Slow left-arm orthodox,9.141791045,7
4332744d,Unknown,CA Vidler,CA Vidler,Right-hand bat,Right-arm medium,53,8
c5e415aa,Top-order batter,CA Wakim,CA Wakim,Right-hand bat,,32.08450704,8
d28b53ea,Batter,C Bannerman,C Bannerman,Right-hand bat,,,7
1508c1ee,Bowling allrounder,C Bekker,C Bekker,Right-hand bat,Left-arm slow,16.1,7
a80ad5d7,Unknown,CB Jennings,CB Jennings,Right-hand bat,,,6
75b42f71,Unknown,C Black,C Black,,,,6
b54cc792,Unknown,C Bray,C Bray,Right-hand bat,Right-arm medium-fast,17.36,7
34faa3ac,Bowler,CB Neale,CB Neale,Right-hand bat,Right-arm medium,5.5,7
4b69c598,Bowling allrounder,CC Ainsworth,CC Ainsworth,Right-hand bat,Right-arm fast,18.13559322,7
30048047,Opening batter,CC McDonald,CC McDonald,Right-hand bat,,,6
fe366f34,Batting allrounder,C Connolly,C Connolly,Left-hand bat,Slow left-arm orthodox,16.12195122,7
9a06679d,Unknown,CD Hartley,CD Hartley,Left-hand bat,,8.764705882,7
c6d14f83,Unknown,CD Matthews,CD Matthews,Left-hand bat,Left-arm fast,,7
8891669e,Allrounder,CD Hinchliffe,CD Hinchliffe,Left-hand bat,Left-arm wrist-spin,10.27692308,7
d465ea3d,Unknown,CD Thorp,CD Thorp,Right-hand bat,Right-arm medium,,8
cb41cde5,Unknown,CE Brock,CE Brock,Right-hand bat,Legbreak googly,12.33333333,7
8778b1e3,Unknown,CEJ Guest,CEJ Guest,Right-hand bat,Right-arm fast,,6
190bc028,Unknown,CE Pellew,CE Pellew,Right-hand bat,Right-arm medium,,6
cec52b98,Unknown,CE McLeod,CE McLeod,Right-hand bat,Right-arm medium,,6
b2e7bf8b,Unknown,CG Macartney,CG Macartney,Right-hand bat,Slow left-arm orthodox,,8
56cc69ad,Bowler,CG Rackemann,CG Rackemann,Right-hand bat,Right-arm fast,,8
876ed858,Unknown,C Grant,C Grant,,,,8
c2ac0db5,Bowler,CG Sippel,CG Sippel,Left-hand bat,Right-arm medium,12.2890625,7
eaa76d3c,Batting allrounder,C Green,C Green,Right-hand bat,Right-arm fast-medium,29.83278689,8
e8eb3b33,Unknown,C Haysom,C Haysom,,,,6
6cedc2a1,Unknown,C Hill,C Hill,,,0,7
098229a5,Bowling allrounder,CH Stobo,CH Stobo,Right-hand bat,Right-arm medium-fast,53.38095238,8
d901964b,Unknown,CJ Borgas,CJ Borgas,Right-hand bat,Right-arm offbreak,10.69565217,7
51a60c16,Bowler,CJ Boyce,CJ Boyce,Right-hand bat,Legbreak,15.63333333,7
88b0e9c4,Unknown,CJ Eady,CJ Eady,Right-hand bat,Right-arm fast,,8
9b4935c8,Middle-order batter,CJ Ferguson,CJ Ferguson,Right-hand bat,Right-arm medium,18.08408408,7
19b9f399,Bowling allrounder,CJ Green,CJ Green,Right-hand bat,Right-arm offbreak,20.60568384,7
d8360178,Opening batter,CJL Rogers,CJL Rogers,Left-hand bat,Legbreak googly,41.34351145,8
a4b98d56,Bowler,CJ McDermott,CJ McDermott,Right-hand bat,Right-arm fast,,8
0f00b4d7,Wicketkeeper batter,CJ Koski,CJ Koski,Right-hand bat,,6.179104478,7
2beab1d6,Unknown,CJ McInerney,CJ McInerney,Left-hand bat,Slow left-arm orthodox,23.31034483,7
94eac556,Bowler,CJ McKay,CJ McKay,Right-hand bat,Right-arm fast-medium,33.21276596,8
9fc73711,Batting allrounder,CJM Sabburg,CJM Sabburg,Left-hand bat,Right-arm offbreak,6.076923077,7
aa3c7a7a,Bowler,CJ Rocchiccioli,CJ Rocchiccioli,Right-hand bat,Right-arm offbreak,57.78494624,8
81d06fb5,Bowler,CJ Sayers,CJ Sayers,Right-hand bat,Right-arm medium,90.23529412,9
0095ce38,Opening batter,CJ Simmons,CJ Simmons,,,17.15217391,7
60c28835,Middle-order batter,C Kellaway,C Kellaway,Left-hand bat,,21.07692308,7
b0708332,Unknown,C Kelleway,C Kelleway,Right-hand bat,Right-arm fast-medium,,8
4ba47d5a,Unknown,C Kemp,C Kemp,,,,7
d71e33bb,Allrounder,C Leeson,C Leeson,Right-hand bat,Right-arm medium,9.283464567,7
33c26b1c,Unknown,CL Badcock,CL Badcock,Right-hand bat,,,6
3ee01c05,Unknown,Clem Hill,Clem Hill,Left-hand bat,Legbreak,,6
5fd92ea2,Unknown,CL Fitzpatrick,CL Fitzpatrick,Right-hand bat,Right-arm fast,126.75,11
6026e2ae,Allrounder,CL Hall,CL Hall,Right-hand bat,Right-arm offbreak,7.392307692,7
b3267eaa,Bowler,CL McClure,CL McClure,Right-hand bat,Right-arm fast-medium,47.34615385,8
87134777,Unknown,CL McCool,CL McCool,Right-hand bat,Legbreak googly,,6
14a760dc,Bowler,CL Rafferty,CL Rafferty,Right-hand bat,Right-arm medium,3.555555556,7
d0513f63,Middle-order batter,CL White,CL White,Right-hand bat,Legbreak googly,16.65055762,7
284cd027,Batter,C Moore,C Moore,Right-hand bat,,1.428571429,7
276f3dde,Batter,C Piparo,C Piparo,Right-hand bat,Right-arm offbreak,6.664739884,7
806c4e58,Batter,CP Jewell,CP Jewell,Left-hand bat,,20.35971223,7
a5c2ef8c,Allrounder,CP Simpson,CP Simpson,Right-hand bat,Right-arm offbreak,10.5,7
9.68E+72,Bowler,CP Tremain,CP Tremain,Right-hand bat,Right-arm medium-fast,40.9609375,8
d7ff1adc,Batting allrounder,CR Knott,CR Knott,Right-hand bat,Right-arm offbreak,16.27111111,7
fbfc3097,Unknown,CR Miller,CR Miller,,,,7
29f936f0,Unknown,CR Smith,CR Smith,Right-hand bat,Right-arm medium,6.166666667,7
2a236847,Bowler,CR Swan,CR Swan,Right-hand bat,Right-arm fast-medium,15.5,7
ae32fc6f,Unknown,C Seabourne,C Seabourne,,,,7
b7ccb3c9,Unknown,CS Sandri,CS Sandri,Right-hand bat,Right-arm offbreak,29.1971831,8
6f7f153b,Unknown,CS Serjeant,CS Serjeant,Right-hand bat,,,8
a779dcce,Unknown,C Sully,C Sully,Right-hand bat,,,8
399b0b94,Wicketkeeper batter,CT Bancroft,CT Bancroft,Right-hand bat,,27.91044776,7
802adee4,Unknown,CTB Turner,CTB Turner,Right-hand bat,Right-arm medium-fast,,7
68664af7,Unknown,C Thomas,C Thomas,,,,8
137e7065,Bowling allrounder,C Valente,C Valente,Right-hand bat,Right-arm medium,14.02380952,7
0d389efe,Unknown,CV Grimmett,CV Grimmett,Right-hand bat,Legbreak googly,,6
1f4a8a2a,Batter,C Webb,C Webb,Right-hand bat,Legbreak,11.17924528,7
44b2bacc,Unknown,C Wilson,C Wilson,Right-hand bat,Right-arm medium,1.272727273,7
24754de1,Unknown,DA Renneberg,DA Renneberg,Right-hand bat,Right-arm fast,,6
aa489c6e,Unknown,Damien Herft,Damien Herft,,,,7
aa782370,Unknown,Dave Gilbert,Dave Gilbert,Right-hand bat,Right-arm fast-medium,,6
92cef862,Unknown,David Johnston,David Johnston,Right-hand bat,Right-arm fast-medium,,6
dcce6f09,Opening batter,DA Warner,DA Warner,Left-hand bat,Legbreak,28.72955975,8
70e8e085,Unknown,David Krieg,David Krieg,,,,6
492e1a8e,Unknown,DB Hair,DB Hair,,Right-arm fast-medium,,7
b34f743c,Unknown,D Bhatt,D Bhatt,,,,7
2199afd4,Unknown,DB Mealey,DB Mealey,,,,8
e9cc8315,Unknown,DBM Smith,DBM Smith,Right-hand bat,,,8
464daf41,Unknown,D Brigham,D Brigham,,,,6
2e81be88,Bowler,D Brown,D Brown,Right-hand bat,Right-arm fast,18.59375,7
d68ff74f,Unknown,D Cox,D Cox,,,,6
e79a1fe3,Top-order batter,DC Boon,DC Boon,Right-hand bat,Right-arm offbreak,,7
0c4af99e,Unknown,Dean Trigg,Dean Trigg,,,,8
b8c47b95,Unknown,DD Blackie,DD Blackie,Left-hand bat,Right-arm offbreak,,8
45c2196c,Bowler,DE Bollinger,DE Bollinger,Left-hand bat,Left-arm fast-medium,30.38690476,8
a3831c14,Unknown,DE Hoare,DE Hoare,,,,7
46fca863,Unknown,D Fallins,D Fallins,Right-hand bat,Legbreak,-1,7
73d630e7,Unknown,DG Bradman,DG Bradman,Right-hand bat,Legbreak,,6
6548c05e,Unknown,DF Whatmore,DF Whatmore,Right-hand bat,,,6
2e4eaa52,Unknown,DG Wright,DG Wright,Right-hand bat,Right-arm fast-medium,,7
9c9409a6,Unknown,Dinusha Bandara,Dinusha Bandara (2),,,,8
98bbc5a2,Unknown,Dinusha Bandara,Dinusha Bandara,Right-hand bat,Right-arm fast-medium,,6
9b4fc7b9,Unknown,D Ireland,D Ireland,,,,6
49d422bf,Unknown,DJ Burns,DJ Burns,,,,8
1fdf1833,Unknown,DJ Colley,DJ Colley,Right-hand bat,Right-arm fast-medium,,6
51de2a80,Bowler,DJ Cullen,DJ Cullen,Right-hand bat,Right-arm offbreak,16.75,7
0ec08b27,Unknown,DJ Harper,DJ Harper,Right-hand bat,,,7
fd835ab3,Allrounder,DJ Hussey,DJ Hussey,Right-hand bat,Right-arm offbreak,15.96168582,7
39f82db3,Unknown,DJ Harris,DJ Harris,Right-hand bat,Right-arm medium,14.2295082,7
1a156c88,Opening batter,DJM Short,DJM Short,Left-hand bat,Left-arm wrist-spin,19.39746835,7
e1a867df,Bowler,DJM Moody,DJM Moody,Right-hand bat,Right-arm fast-medium,36.60377358,8
d3533ba5,Unknown,DJ Shepard,DJ Shepard,Right-hand bat,Right-arm fast-medium,,6
7ab33103,Unknown,DJ Sincock,DJ Sincock,Right-hand bat,Left-arm wrist-spin,,7
7d3937ed,Top-order batter,DJ Thornely,DJ Thornely,,,9.564102564,7
021d0f79,Unknown,DJ Vernon,DJ Vernon,,,,6
208f22ea,Bowler,DJ Worrall,DJ Worrall,Right-hand bat,Right-arm fast-medium,42.35609756,8
efc78a95,Bowler,DK Lillee,DK Lillee,Right-hand bat,Right-arm fast,,8
8fc718ea,Unknown,D Levens,D Levens,,,,6
a7df1d20,Unknown,DL Orchard,DL Orchard,Left-hand bat,Right-arm medium,,7
103221f1,Unknown,DL Solway,DL Solway,Right-hand bat,,39.72222222,8
0c5c3a87,Wicketkeeper batter,DLR Smith,DLR Smith,Right-hand bat,,7.625,7
a7ea5ae5,Top-order batter,DM Jones,DM Jones,Right-hand bat,Right-arm offbreak,,6
5390f178,Bowler,DMK Grant,DMK Grant,Right-hand bat,Right-arm fast-medium,48.87096774,8
d693012d,Bowler,DM Kimmince,DM Kimmince,Right-hand bat,Right-arm medium,16.81911263,7
6d10c034,Unknown,DM Koch,DM Koch,Right-hand bat,Right-arm medium-fast,,8
fd171c58,Unknown,D Moran,D Moran,,,,7
1ba6a73d,Unknown,D Mortimer,D Mortimer,Right-hand bat,,,8
8320c155,Unknown,D Morton,D Morton,,,8,7
8d4c29e9,Unknown,DM Wellham,DM Wellham,Right-hand bat,,,6
f3982af9,Opening batter,DP Hughes,DP Hughes,Left-hand bat,Right-arm medium,21.34926471,7
c404f58a,Bowler,DP Nannes,DP Nannes,Right-hand bat,Left-arm fast,20.82914573,7
4cae2b0c,Unknown,DR Close,DR Close,,,,8
96cbe62d,Unknown,DRA Gehrs,DRA Gehrs,Right-hand bat,Legbreak,,8
88684a42,Middle-order batter,DR Drew,DR Drew,Right-hand bat,Right-arm offbreak,31.90243902,8
69762509,Top-order batter,DR Martyn,DR Martyn,Right-hand bat,Right-arm medium,22.24882629,7
a6ae5f7f,Unknown,DR Salpietro,DR Salpietro,Right-hand bat,Right-arm offbreak,7,7
caf69bf7,Allrounder,DR Sams,DR Sams,Right-hand bat,Left-arm fast-medium,20.455,7
ab0d21ad,Unknown,D Shepherd,D Shepherd,,,,8
53fe6ee4,Top-order batter,DS Lehmann,DS Lehmann,Left-hand bat,Slow left-arm orthodox,27.21052632,7
dcfe6cdd,Unknown,D Talalla,D Talalla,,,,6
b940a2b2,Unknown,D Taylor,D Taylor,,,,7
11eed913,Unknown,D Tallon,D Tallon,Right-hand bat,Legbreak,,8
2a2e6343,Allrounder,DT Christian,DT Christian,Right-hand bat,Right-arm fast-medium,16.39327024,7
cbd3687c,Unknown,DT Ring,DT Ring,Right-hand bat,Legbreak googly,,7
ef55b38c,Bowler,D Warren,D Warren,Left-hand bat,Slow left-arm orthodox,43.75,8
01c72967,Bowler,DW Fleming,DW Fleming,Right-hand bat,Right-arm fast-medium,,8
5f70bb69,Unknown,DW Gregory,DW Gregory,Right-hand bat,,,6
c558317d,Middle-order batter,DW Hookes,DW Hookes,Left-hand bat,,,6
a0e886e0,Unknown,D Young,D Young,,,0,7
2e0b6638,Allrounder,EA Burns,EA Burns,Right-hand bat,Right-arm offbreak,17.66742597,7
a6d06180,Unknown,EA Leys,EA Leys,Right-hand bat,Left-arm medium,1.888888889,7
fe731c62,Allrounder,EA Osborne,EA Osborne,Right-hand bat,Right-arm offbreak,16.44099379,7
c76cb6f3,Unknown,EA McDonald,EA McDonald,Right-hand bat,Right-arm fast,,6
be150fc8,Allrounder,EA Perry,EA Perry,Right-hand bat,Right-arm fast-medium,25.16764706,7
d2abb394,Unknown,E Biss,E Biss,Right-hand bat,Right-arm medium,7.222222222,7
e842806f,Unknown,E Briscoe,E Briscoe,Right-hand bat,Right-arm medium-fast,0.666666667,7
875a803d,Unknown,EC Knight,EC Knight,,,,6
5b8826e0,Batter,E de Broughe,E de Broughe,Right-hand bat,Right-arm medium,9.857142857,7
7004d9d4,Unknown,E Evans,E Evans,Right-hand bat,Right-arm slow,,7
be50addf,Bowler,E Falconer,E Falconer,Right-hand bat,Right-arm medium,11.83333333,7
caaf2219,Allrounder,EG Fazackerley,EG Fazackerley,,,10.31325301,7
eacd9bb1,Allrounder,E Hayward,E Hayward,Right-hand bat,Right-arm offbreak,9.370786517,7
cd2ad878,Bowler,E Hoskin,E Hoskin,Right-hand bat,Right-arm medium-fast,8.939393939,7
99bc6f9a,Bowler,E Hughes,E Hughes,Right-hand bat,Right-arm medium,3.666666667,7
f9511fc7,Unknown,EJ Gregory,EJ Gregory,Right-hand bat,,,6
1e6c8e4f,Unknown,EJK Burn,EJK Burn,Right-hand bat,Right-arm medium,,8
b0ca6975,Unknown,EJ Inglis,EJ Inglis,Right-hand bat,,10.43209877,7
fee3c48a,Opening batter,EJM Cowan,EJM Cowan,Left-hand bat,Legbreak,30.94444444,8
3785e30d,Allrounder,E Johnston,E Johnston,Right-hand bat,Legbreak,11.35,7
05911fef,Wicketkeeper,EJ Smith,EJ Smith,Right-hand bat,Right-arm medium,4.025641026,7
437068a1,Unknown,E Kearney,E Kearney,Right-hand bat,Right-arm medium,7.316666667,7
cde96d97,Middle-order batter,EJ Villani,EJ Villani,Right-hand bat,Right-arm fast-medium,17.15521064,7
8eeebce2,Wicketkeeper batter,E Kershaw,E Kershaw,Left-hand bat,,5.456140351,7
d8344d45,Unknown,EK Opie,EK Opie,Right-hand bat,Right-arm fast-medium,,7
aa5b897b,Unknown,EL a'Beckett,EL a'Beckett,Right-hand bat,Right-arm fast-medium,,8
544f562f,Unknown,E Liddell,E Liddell,Right-hand bat,Left-arm medium,111.5,10
2708b41c,Bowler,EL King,EL King,Right-hand bat,Right-arm offbreak,13.93103448,7
24c2387d,Unknown,EL McCormick,EL McCormick,Left-hand bat,Right-arm fast,,7
d8d43840,Unknown,Eloise Sheridan,Eloise Sheridan,,,,7
5c225840,Unknown,E Manix-Geeves,E Manix-Geeves,Right-hand bat,Right-arm offbreak,4.857142857,7
2954c820,Bowler,EM Sampson,EM Sampson,Right-hand bat,Right-arm fast-medium,57.2,8
2c33efba,Unknown,EM Vines,EM Vines,,,16,7
d7e393f8,Unknown,ERH Toshack,ERH Toshack,Right-hand bat,Left-arm medium,,8
8b5510bc,Unknown,ER Mayne,ER Mayne,Right-hand bat,Right-arm bowler,,7
bbce4647,Allrounder,EP Gulbis,EP Gulbis,Right-hand bat,Right-arm medium,9.635416667,7
b8314f08,Unknown,Ernest Jones,Ernest Jones,Right-hand bat,Right-arm fast,,8
a7c3c366,Batter,E Thompson,E Thompson,Right-hand bat,Right-arm medium,5.545454545,7
809ca0fe,Unknown,EW Freeman,EW Freeman,Right-hand bat,Right-arm fast-medium,,7
1215ec4b,Unknown,FA Iredale,FA Iredale,Right-hand bat,,,8
22ae3041,Bowler,Fawad Ahmed,Fawad Ahmed,Right-hand bat,Legbreak googly,16.53072626,7
810676b8,Unknown,FA Ward,FA Ward,Right-hand bat,Legbreak googly,,8
c207da10,Unknown,FAW Freer,FAW Freer,Right-hand bat,Right-arm fast-medium,,8
5.40E+85,Unknown,FE Allan,FE Allan,Right-hand bat,,,6
d2bab4bf,Unknown,FH Walters,FH Walters,Right-hand bat,Right-arm medium,,8
d67fff42,Unknown,FJ Burton,FJ Burton,Right-hand bat,,,7
5af3aefe,Unknown,FJ Laver,FJ Laver,Right-hand bat,Right-arm medium,,7
b0f26870,Unknown,FM Misson,FM Misson,Right-hand bat,Right-arm fast-medium,,7
30058fe5,Unknown,F Nicklin,F Nicklin,Right-hand bat,Legbreak googly,-0.666666667,7
39d608d4,Bowler,F O'Neill,F O'Neill,Right-hand bat,Right-arm fast,85.41791045,9
dc236795,Unknown,FR Spofforth,FR Spofforth,Right-hand bat,Right-arm fast-medium,,8
a4af5528,Unknown,GA Abood,GA Abood,Right-hand bat,,,8
81ac51e3,Unknown,G Alexander,G Alexander,Right-hand bat,,,7
f58839ad,Wicketkeeper batter,GA Manou,GA Manou,Right-hand bat,,11.25,7
9dfd54a5,Unknown,GA West,GA West,Right-hand bat,Left-arm fast-medium,7.428571429,7
dad513b6,Unknown,G Bawa,G Bawa,,,,8
c089239d,Unknown,G Beechey,G Beechey,,,,6
f708a0bc,Allrounder,GB Hogg,GB Hogg,Left-hand bat,Left-arm wrist-spin,20.87291667,7
40010563,Batter,GB Hole,GB Hole,Right-hand bat,Right-arm offbreak,,6
c577faa4,Opening batter,GB Stevens,GB Stevens,Right-hand bat,,,8
ce58580b,Wicketkeeper batter,GC Dyer,GC Dyer,Right-hand bat,,,6
4c47ebf2,Unknown,GC Joshua,GC Joshua,,,,8
0f50d0cd,Unknown,G Coulthard,G Coulthard,Right-hand bat,Right-arm medium,,8
6f796e3c,Unknown,GD Campbell,GD Campbell,Right-hand bat,Right-arm fast-medium,,7
ee7d0c82,Bowler,GD McGrath,GD McGrath,Right-hand bat,Right-arm fast-medium,43.23175966,8
02223af0,Bowler,GD McKenzie,GD McKenzie,Right-hand bat,Right-arm fast,,8
9f54ae00,Unknown,GD Putland,GD Putland,Right-hand bat,Left-arm fast-medium,8.25,7
41c2337d,Unknown,GD Redman,GD Redman,,,,7
f71c89ef,Unknown,GD Watson,GD Watson,Right-hand bat,Right-arm medium,,7
fa35d78b,Bowler,G Dymock,G Dymock,Left-hand bat,Left-arm fast-medium,,8
c8dee19d,Unknown,GE Corling,GE Corling,Right-hand bat,Right-arm fast-medium,,6
cd662e70,Unknown,GE Palmer,GE Palmer,Right-hand bat,Right-arm offbreak,,8
b33a1559,Unknown,Geoff Davidson,Geoff Davidson,,,,8
0ded1af1,Bowler,GE Parsons,GE Parsons,Right-hand bat,Legbreak,10.30434783,7
7cd03712,Unknown,GE Tribe,GE Tribe,Left-hand bat,Left-arm wrist-spin,,7
2a96701e,Batter,GE Reed,GE Reed,Right-hand bat,,,8
e929a921,Unknown,GF Rorke,GF Rorke,Left-hand bat,Right-arm fast,,6
7c18ad4a,Bowler,GF Lawson,GF Lawson,Right-hand bat,Right-arm fast,,8
bf46daf5,Unknown,GHS Trott,GHS Trott,Right-hand bat,Legbreak,,8
fa1285a3,Unknown,G Giffen,G Giffen,Right-hand bat,Right-arm medium,,6
5056011d,Top-order batter,GJ Bailey,GJ Bailey,Right-hand bat,Right-arm medium,19.25811966,7
c54a4255,Middle-order batter,GJ Cosier,GJ Cosier,Right-hand bat,Right-arm medium,,8
31ad5973,Unknown,GJ Davidson,GJ Davidson,,,,8
a0fb40e5,Unknown,GJ Bonnor,GJ Bonnor,Right-hand bat,Right-arm medium,,6
9fe57212,Unknown,GJ Gilmour,GJ Gilmour,Left-hand bat,Left-arm fast-medium,,8
c05897b0,Unknown,GJ Luck,GJ Luck,,,,7
b681e71e,Batting allrounder,GJ Maxwell,GJ Maxwell,Right-hand bat,Right-arm offbreak,18.68074445,7
207ba61e,Unknown,GL Triscari,GL Triscari,Right-hand bat,Left-arm fast-medium,14.63043478,7
78158fc6,Unknown,GL Walker,GL Walker,Right-hand bat,Right-arm medium,-3,7
72166006,Allrounder,GM Harris,GM Harris,Right-hand bat,Right-arm offbreak,17.24347826,7
915a96ab,Middle-order batter,GM Ritchie,GM Ritchie,Right-hand bat,Right-arm medium,,7
e53facfd,Opening batter,GM Wood,GM Wood,Left-hand bat,Right-arm medium,,8
29487a6d,Unknown,G Noblet,G Noblet,Right-hand bat,Right-arm fast-medium,,8
0ca7a426,Top-order batter,GN Yallop,GN Yallop,Left-hand bat,Left-arm medium,,8
c218e4e7,Bowler,G Prestwidge,G Prestwidge,Right-hand bat,Right-arm medium,10.30405405,7
f3006d80,Unknown,GR Beard,GR Beard,Right-hand bat,,,8
324b9eee,Wicketkeeper batter,G Redmayne,G Redmayne,Left-hand bat,,18.28363636,7
8e0a6885,Unknown,GRA Langley,GRA Langley,Right-hand bat,,,8
e950350e,Unknown,Greg Azzopardi,Greg Azzopardi,,,,6
46ffacd1,Unknown,GR Hazlitt,GR Hazlitt,,,,7
bc190f65,Allrounder,GRJ Matthews,GRJ Matthews,Left-hand bat,Right-arm offbreak,,6
a497bb26,Unknown,GR Robertson,GR Robertson,Right-hand bat,Right-arm offbreak,,8
c034760f,Opening batter,GR Marsh,GR Marsh,Right-hand bat,,,7
66b59b53,Unknown,GR Thoms,GR Thoms,Right-hand bat,,,8
56a60039,Allrounder,GS Blewett,GS Blewett,Right-hand bat,Right-arm medium,,7
a8875fc5,Top-order batter,GS Chappell,GS Chappell,Right-hand bat,Right-arm medium,,7
ece549e3,Unknown,G Stubbings,G Stubbings,,,,6
1558d83b,Bowler,GS Sandhu,GS Sandhu,Left-hand bat,Right-arm fast-medium,32.34439834,8
bcaee32c,Bowler,G Sutcliffe,G Sutcliffe,Right-hand bat,Right-arm medium,0,7
770ae773,Unknown,GT Bell,GT Bell,Right-hand bat,Right-arm medium,73.22222222,9
9290b76b,Unknown,G Thomas,G Thomas,Right-hand bat,,,7
5c30d455,Top-order batter,G Voll,G Voll,Right-hand bat,Right-arm offbreak,12.60130719,7
f0b4e47d,Bowler,G Wareham,G Wareham,Right-hand bat,Legbreak,17.4488189,7
3f947610,Unknown,HA Musgrove,HA Musgrove,Right-hand bat,,,8
30a4a9bc,Unknown,A Singh,Anurag Singh,Right-hand bat,Right-arm offbreak,,8
5b040b81,Bowler,A Singh,A Singh,Right-hand bat,Right-arm medium-fast,17.19607843,7
15155b33,Unknown,HB Taber,HB Taber,Right-hand bat,Legbreak,,7
f6710e25,Unknown,H Carter,H Carter,Right-hand bat,,,7
8.53E+08,Unknown,H Birkett,H Birkett,Right-hand bat,Right-arm medium-fast,3.288888889,7
f66baa8f,Unknown,HC Nitschke,HC Nitschke,Left-hand bat,,,6
4609931e,Unknown,H Donnan,H Donnan,Right-hand bat,Right-arm medium,,6
e6c8bace,Unknown,Hennie Botes,Hennie Botes,,,,7
71e2b411,Unknown,Henry Graham,Henry Graham,Right-hand bat,Legbreak,,6
1b89d09e,Unknown,HF Boyle,HF Boyle,Right-hand bat,,,7
99812d10,Allrounder,H Graham,H Graham,Right-hand bat,Right-arm medium-fast,20.91784038,7
dcbdcb4b,Unknown,HH Alexander,HH Alexander,Right-hand bat,Right-arm fast,,6
daa79bf3,Unknown,HH Massie,HH Massie,Right-hand bat,,,6
742c4932,Unknown,HI Ebeling,HI Ebeling,Right-hand bat,Right-arm fast-medium,,6
a1cec846,Unknown,H Ironmonger,H Ironmonger,Left-hand bat,Slow left-arm orthodox,,6
